Action,Agent X,Agent Y,Predator X,Predator Y,Reward
0,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
2,10,0,8,4,-1
3,9,0,7,4,-1
1,10,0,8,4,-1
3,9,0,7,4,-1
0,9,1,8,4,-1
3,8,1,7,4,-1
1,9,1,8,4,-1
2,9,0,7,4,-1
1,10,0,8,4,-1
3,9,0,8,5,-1
1,10,0,8,4,-1
3,9,0,7,4,-1
0,9,1,7,3,-1
1,10,1,6,3,-1
0,10,2,6,4,-1
2,10,1,7,4,-1
2,10,0,8,4,-1
3,9,0,7,4,-1
1,10,0,8,4,-1
3,9,0,7,4,-1
1,10,0,8,4,-1
0,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
2,10,0,8,4,-1
3,9,0,7,4,-1
1,10,0,7,3,-1
0,10,1,7,2,-1
0,10,2,7,3,-1
0,10,3,7,4,-1
2,10,2,8,4,-1
2,10,1,7,4,-1
3,9,1,8,4,-1
2,9,0,7,4,-1
0,9,1,8,4,-1
1,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
3,9,1,6,4,-1
1,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
2,10,0,8,4,-1
3,9,0,7,4,-1
1,10,0,8,4,-1
3,9,0,7,4,-1
1,10,0,8,4,-1
0,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
3,9,1,8,4,-1
2,9,0,9,4,-1
1,10,0,8,4,-1
3,9,0,7,4,-1
1,10,0,8,4,-1
0,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
2,10,0,7,3,-1
0,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
2,10,0,8,4,-1
3,9,0,9,4,-1
1,10,0,9,5,-1
3,9,0,8,5,-1
1,10,0,8,4,-1
0,10,1,7,4,-1
2,10,0,8,4,-1
3,9,0,7,4,-1
1,10,0,8,4,-1
0,10,1,9,4,-1
2,10,0,8,4,-1
3,9,0,7,4,-1
1,10,0,8,4,-1
3,9,0,7,4,-1
1,10,0,8,4,-1
0,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
3,9,1,8,4,-1
1,10,1,9,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
3,9,1,8,4,-1
1,10,1,7,4,-1
2,10,0,7,3,-1
0,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,8,5,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
3,9,1,8,4,-1
1,10,1,7,4,-1
0,10,2,6,4,-1
2,10,1,7,4,-1
2,10,0,6,4,-1
0,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,8,5,-1
2,10,0,8,4,-1
0,10,1,9,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
2,10,0,8,4,-1
3,9,0,7,4,-1
0,9,1,8,4,-1
1,10,1,8,5,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
3,9,1,8,4,-1
3,8,1,7,4,-1
1,9,1,8,4,-1
2,9,0,7,4,-1
1,10,0,8,4,-1
0,10,1,7,4,-1
2,10,0,6,4,-1
0,10,1,6,5,-1
2,10,0,7,5,-1
3,9,0,7,4,-1
0,9,1,8,4,-1
2,9,0,7,4,-1
0,9,1,8,4,-1
3,8,1,7,4,-1
1,9,1,7,5,-1
1,10,1,7,4,-1
2,10,0,7,3,-1
0,10,1,6,3,-1
0,10,2,7,3,-1
2,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
2,10,0,6,4,-1
0,10,1,7,4,-1
3,9,1,8,4,-1
1,10,1,7,4,-1
2,10,0,7,5,-1
0,10,1,7,4,-1
3,9,1,8,4,-1
2,9,0,7,4,-1
0,9,1,8,4,-1
1,10,1,7,4,-1
0,10,2,6,4,-1
0,10,3,7,4,-1
2,10,2,8,4,-1
2,10,1,7,4,-1
3,9,1,8,4,-1
1,10,1,7,4,-1
3,9,1,6,4,-1
1,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
3,9,1,8,4,-1
1,10,1,7,4,-1
2,10,0,7,3,-1
0,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
2,10,0,8,4,-1
3,9,0,9,4,-1
3,8,0,9,5,-1
3,7,0,8,5,-1
1,8,0,7,5,-1
1,9,0,8,5,-1
1,10,0,8,4,-1
3,9,0,7,4,-1
0,9,1,7,3,-1
1,10,1,7,2,-1
0,10,2,7,3,-1
2,10,1,7,4,-1
0,10,2,7,5,-1
2,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
3,9,1,8,4,-1
1,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
3,9,1,8,4,-1
1,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
2,10,0,8,4,-1
3,9,0,7,4,-1
0,9,1,8,4,-1
2,9,0,7,4,-1
1,10,0,8,4,-1
3,9,0,7,4,-1
1,10,0,8,4,-1
0,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
2,10,0,8,4,-1
3,9,0,7,4,-1
1,10,0,6,4,-1
0,10,1,7,4,-1
2,10,0,8,4,-1
3,9,0,7,4,-1
1,10,0,8,4,-1
3,9,0,7,4,-1
0,9,1,6,4,-1
1,10,1,7,4,-1
2,10,0,8,4,-1
3,9,0,7,4,-1
1,10,0,8,4,-1
3,9,0,7,4,-1
1,10,0,7,3,-1
0,10,1,7,4,-1
3,9,1,6,4,-1
1,10,1,7,4,-1
3,9,1,8,4,-1
1,10,1,7,4,-1
3,9,1,8,4,-1
2,9,0,7,4,-1
1,10,0,7,3,-1
0,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
3,9,1,8,4,-1
1,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
3,9,1,8,4,-1
2,9,0,7,4,-1
0,9,1,8,4,-1
2,9,0,8,5,-1
1,10,0,8,4,-1
0,10,1,7,4,-1
3,9,1,8,4,-1
2,9,0,7,4,-1
0,9,1,8,4,-1
3,8,1,7,4,-1
1,9,1,8,4,-1
2,9,0,7,4,-1
0,9,1,8,4,-1
2,9,0,7,4,-1
1,10,0,7,3,-1
0,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
3,9,1,8,4,-1
1,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
0,10,2,6,4,-1
2,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
3,9,1,8,4,-1
2,9,0,7,4,-1
0,9,1,8,4,-1
1,10,1,8,5,-1
0,10,2,8,6,-1
2,10,1,8,5,-1
2,10,0,8,4,-1
3,9,0,8,5,-1
1,10,0,8,4,-1
3,9,0,9,4,-1
1,10,0,8,4,-1
0,10,1,8,5,-1
3,9,1,8,4,-1
2,9,0,7,4,-1
0,9,1,8,4,-1
1,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
2,10,0,8,4,-1
3,9,0,7,4,-1
1,10,0,8,4,-1
0,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,9,4,-1
3,9,1,8,4,-1
1,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
2,10,0,6,4,-1
0,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,9,4,-1
2,10,0,10,4,-1
3,9,0,9,4,-1
1,10,0,8,4,-1
0,10,1,7,4,-1
3,9,1,8,4,-1
2,9,0,7,4,-1
1,10,0,6,4,-1
3,9,0,6,3,-1
0,9,1,7,2,-1
1,10,1,8,1,-1
0,10,2,9,1,-1
0,10,3,8,1,-1
0,10,4,9,1,-1
3,9,4,10,1,-1
3,8,4,10,2,-1
0,8,5,10,1,-1
0,8,6,10,2,-1
0,8,7,10,3,-1
0,8,8,10,5,-1
0,8,9,9,5,-1
3,7,9,9,6,-1
3,6,9,8,6,-1
0,6,10,8,8,-1
3,5,10,8,7,999
3,5,10,8,7,999
